"","Edad","IdSexo","IdNivelEducativo","IdTipoDeEmpresa","IdProvincia","IdPuesto","MesesDeExperiencia","IdTecnologiaPrincipal","CargaLaboral","SalarioNetoPorHora"
"25902",32,"Masculino","Universitario en curso o incompleto","Una empresa privada","Chaco","Analista de Garantía de Calidad (QA)",60,"Java","Full Time",667.5
"25903",27,"Femenino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Servidores",6,"PHP","Full Time",444.444444444444
"25904",46,"Masculino","Universitario completo","Una empresa privada","Córdoba","Analista Funcional",144,".Net","Full Time",425
"25906",33,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,"Scala","Full Time",575
"25907",33,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Jefe de Comunicaciones",12,"CISCO","Full Time",488.888888888889
"25908",35,"Masculino","Secundario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",36,".Net","Full Time",597.777777777778
"25909",40,"Masculino","Terciario completo","Una empresa privada","Córdoba","Administrador de Sistemas",60,"Windows","Full Time",425
"25910",40,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Scrum Master",60,"Java","Full Time",687.5
"25911",46,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",1222.22222222222
"25913",43,"Masculino","Secundario completo","Un organismo estatal","GBA Zona Norte","Soporte Técnico",144,"Windows","Full Time",305.555555555556
"25915",40,"Masculino","Universitario completo","Una empresa privada","Córdoba","Consultor TI",96,"Windows","Full Time",575
"25916",54,"Masculino","Universitario completo","Una empresa privada","GBA Zona Norte","Líder de Soporte Técnico",144,"Oracle","Full Time",975
"25918",34,"Masculino","Terciario en curso o incompleto","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",36,"Javascsript","Full Time",697
"25919",32,"Masculino","Terciario completo","Una empresa privada","Mendoza","Administrador de Servidores",96,"Windows","Full Time",457.5
"25920",41,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Analista de Testeo",144,"Java","Full Time",400
"25922",26,"Masculino","Terciario en curso o incompleto","Una empresa privada","Córdoba","Administrador de Almacenamiento (Storage)",60,".Net","Full Time",400
"25923",43,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Lider de Proyecto",96,".Net","Full Time",500
"25926",45,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",12,"ERP","Full Time",333.333333333333
"25927",54,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Jefe de Desarrollo",144,".Net","Full Time",644.444444444444
"25928",38,"Masculino","Universitario completo","Una empresa privada","Sante Fe","Analista Funcional",60,".Net","Full Time",500
"25929",41,"Masculino","Terciario completo","Una empresa privada","Córdoba","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",577.777777777778
"25930",26,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Soporte de Aplicación",0,"Oracle","Full Time",387.333333333333
"25931",25,"Masculino","Master o postgrado en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,".Net","Full Time",615
"25933",39,"Masculino","Universitario en curso o incompleto","Mi propia empresa","GBA Zona Norte","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",666.666666666667
"25934",28,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",60,".Net","Full Time",550
"25935",28,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",36,"Java","Full Time",550
"25937",39,"Masculino","Master o postgrado en curso o incompleto","Una empresa privada","GBA Zona Norte","Gerente de Tecnología",144,"Windows","Full Time",688.888888888889
"25939",45,"Masculino","No informa","Soy independiente / freelance","Capital Federal","Desarrollador de software / Programador",144,"Mainframe","Full Time",675
"25941",27,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,"PHP","Full Time",425
"25942",27,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,".Net","Full Time",450
"25943",37,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Gerente de Proyectos",36,"Windows","Extra Time",562.5
"25944",49,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Jefe de Infraestructura",144,"VMWare","Full Time",875
"25945",41,"Masculino","Universitario en curso o incompleto","Otro","Capital Federal","Jefe de Sistemas",144,"Linux","Full Time",925
"25947",29,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Otro",60,"Linux","Full Time",750
"25948",47,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Base de Datos",96,"MSSQLServer","Full Time",663.825
"25949",40,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Arquitecto",144,".Net","Full Time",637.5
"25950",52,"Masculino","Universitario en curso o incompleto","Una empresa privada","Tucumán","Desarrollador de software / Programador",144,"Genexus","Full Time",675
"25951",34,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Lider Técnico",96,".Net","Full Time",800
"25952",34,"Masculino","Universitario completo","Un organismo estatal","Buenos Aires","Lider de Proyecto",96,"PHP","Part Time",657.142857142857
"25953",39,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Líder de Seguridad Informática",36,"Linux","Full Time",750
"25954",37,"Masculino","Universitario en curso o incompleto","Otro","GBA Zona Norte","Administrador de Almacenamiento (Storage)",60,".Net","Full Time",700
"25956",41,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Diseñador Web",144,"Javascsript","Full Time",600
"25957",35,"Masculino","Secundario completo","Una empresa privada","Capital Federal","Administrador de Servidores",144,"Windows","Full Time",580
"25959",41,"Masculino","Universitario completo","Un organismo estatal","Sante Fe","Lider Técnico",96,"Java","Extra Time",541.666666666667
"25960",30,"Masculino","Universitario completo","Soy independiente / freelance","Capital Federal","Administrador de Almacenamiento (Storage)",36,".Net","Part Time",683.666666666667
"25961",30,"Masculino","Universitario completo","Una empresa privada","Córdoba","Desarrollador de software / Programador",60,".Net","Full Time",600
"25963",55,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",144,".Net","Full Time",450
"25964",39,"Femenino","Terciario en curso o incompleto","Otro","GBA Zona Norte","Otro",60,"Hp","Full Time",450
"25965",30,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Analista Funcional",36,"Oracle","Full Time",551.95
"25966",23,"Femenino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",6,".Net","Full Time",200
"25967",39,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Lider de Proyecto",144,"Java","Full Time",550
"25968",32,"Masculino","Universitario completo","Una empresa privada","GBA Zona Norte","Coordinador de Grupo",60,"SAP","Extra Time",496
"25969",26,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Soporte Técnico",60,"Windows","Full Time",277.777777777778
"25970",34,"Masculino","Universitario completo","Una empresa privada","Mendoza","Analista Funcional",6,"Oracle","Full Time",380.952380952381
"25971",45,"Masculino","Universitario en curso o incompleto","Un organismo estatal","Capital Federal","Supervisor de Infraestructura",96,"Hp","Full Time",600
"25972",34,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Supervisor de Infraestructura",96,"Linux","Full Time",444.444444444444
"25974",34,"Masculino","Universitario completo","Una empresa privada","Córdoba","Consultor TI",60,"SAP","Full Time",650
"25975",37,"Femenino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Jefe de Gestión de Demanda",96,"Windows","Full Time",825
"25976",54,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",96,"PHP","Part Time",740.740740740741
"25977",37,"Masculino","Universitario completo","Una empresa privada","GBA Zona Norte","Desarrollador de software / Programador",96,"SAP","Full Time",625
"25978",56,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",144,"Oracle","Full Time",377.777777777778
"25979",33,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Servidores",96,"Windows","Full Time",388.888888888889
"25980",39,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Operador de Sistemas",12,"Windows","Full Time",249.65
"25981",39,"Masculino","Master o postgrado completo","Una empresa privada","Capital Federal","Gerente de Proyectos",144,".Net","Full Time",900
"25982",43,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Arquitecto",144,".Net","Full Time",800
"25983",38,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",144,".Net","Full Time",412.5
"25984",38,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Gerente de Proyectos",60,".Net","Full Time",725
"25985",29,"Masculino","Secundario completo","Otro","Capital Federal","Soporte de Aplicación",60,"MSSQLServer","Full Time",400
"25986",37,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",36,"Android","Full Time",575
"25988",61,"Masculino","Secundario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",350
"25989",36,"Masculino","Universitario en curso o incompleto","Una empresa privada","Sante Fe","Desarrollador de software / Programador",96,".Net","Full Time",383.720930232558
"25990",29,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Comercial de TI",36,"SAP","Full Time",475
"25991",28,"Masculino","Universitario en curso o incompleto","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",60,".Net","Full Time",497.5
"25993",25,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Consultor TI",36,"Otro","Full Time",375
"25994",23,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Consultor TI",12,"Linux","Full Time",361.25
"25995",35,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Sistemas",6,"Windows","Full Time",325
"25996",24,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Lider Técnico",36,"Java","Full Time",595
"25998",28,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",36,"Delphi","Full Time",393.725
"25999",28,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Consultor TI",0,"Oracle","Full Time",577.5
"26000",37,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Gerente de Proyectos",12,"SAP","Full Time",1345
"26001",23,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Mesa de Ayuda (Help Desk)",12,"Otro","Full Time",263.25
"26002",37,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Auditor de TI",144,"SAP","Full Time",1400
"26003",55,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Gerente de Proyectos",144,"SAP","Full Time",1000
"26004",44,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Consultor TI",60,"SAP","Full Time",325
"26007",39,"Masculino","Universitario completo","Una empresa privada","Sante Fe","Tester Funcional",12,"Otro","Full Time",533.333333333333
"26008",31,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,"C++","Full Time",562.222222222222
"26009",30,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Lider Técnico",96,".Net","Full Time",1000
"26010",49,"Masculino","Master o postgrado completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",144,"Java","Full Time",700
"26011",25,"Masculino","Universitario completo","Una empresa privada","GBA Zona Norte","Desarrollador de software / Programador",36,".Net","Full Time",400
"26013",29,"Masculino","Universitario en curso o incompleto","Un organismo estatal","Capital Federal","Desarrollador de software / Programador",96,"PHP","Part Time",657.142857142857
"26014",36,"Masculino","Universitario en curso o incompleto","Una empresa privada","Mendoza","Desarrollador de software / Programador",144,"PHP","Full Time",625
"26015",35,"Masculino","Terciario completo","Un organismo estatal","Capital Federal","Administrador de Almacenamiento (Storage)",96,".Net","Extra Time",425.8125
"26017",24,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,".Net","Full Time",425
"26018",28,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Soporte Técnico",60,"Windows","Full Time",324.444444444444
"26021",36,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",60,".Net","Full Time",500
"26022",39,"Masculino","Secundario completo","Una ONG","GBA Zona Norte","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",388.888888888889
"26026",34,"Masculino","Universitario completo","Una empresa privada","Córdoba","Analista Funcional",60,".Net","Full Time",431.818181818182
"26027",31,"Masculino","Universitario en curso o incompleto","Una empresa privada","Sante Fe","Jefe de Sistemas",60,"Javascsript","Full Time",454.545454545455
"26028",34,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Analista Funcional",12,"Java","Full Time",445
"26030",29,"Masculino","Master o postgrado en curso o incompleto","Una empresa privada","Entre Ríos","Desarrollador de software / Programador",60,".Net","Extra Time",620
"26032",43,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Sistemas",96,"PHP","Full Time",466.666666666667
"26033",29,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",96,"Java","Full Time",700
"26034",31,"Femenino","Universitario en curso o incompleto","Soy independiente / freelance","Buenos Aires","Desarrollador de software / Programador",6,"PHP","Extra Time",380
"26035",30,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Jefe de Sistemas",96,"Windows","Full Time",511.111111111111
"26037",31,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",36,"Unix","Full Time",550
"26038",30,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",60,".Net","Full Time",277.777777777778
"26039",34,"Masculino","Universitario completo","Una empresa privada","Misiones","Gerente de Sistemas",144,"Visual FoxPro","Extra Time",425.531914893617
"26040",34,"Masculino","Universitario completo","Un organismo estatal","Chaco","Analista Funcional",12,"PHP","Part Time",287.96875
"26041",29,"Masculino","Universitario en curso o incompleto","Una ONG","Capital Federal","Desarrollador de software / Programador",12,".Net","Full Time",467.5
"26042",35,"Femenino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Analista Funcional",96,"Oracle","Full Time",500
"26043",30,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",36,".Net","Extra Time",400
"26044",42,"Femenino","Secundario en curso o incompleto","Otro","Capital Federal","Administrador de Almacenamiento (Storage)",6,".Net","Full Time",155.555555555556
"26045",37,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",144,"C++","Full Time",550
"26046",29,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Lider de Proyecto",12,"PHP","Full Time",600
"26047",25,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",36,".Net","Full Time",750
"26053",31,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",60,"SAP","Full Time",552.775
"26054",33,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Soporte Técnico",36,"Windows","Full Time",387.5
"26055",37,"Masculino","Terciario completo","Un organismo estatal","Capital Federal","Desarrollador de software / Programador",144,".Net","Part Time",1000
"26056",42,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",36,".Net","Full Time",800
"26057",36,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",96,".Net","Part Time",1080
"26058",49,"Masculino","Terciario completo","Una empresa privada","Córdoba","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",622.5
"26059",39,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",96,".Net","Part Time",1028.57142857143
"26061",33,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",96,"Java","Full Time",675
"26062",57,"Femenino","Terciario completo","Un organismo estatal","Capital Federal","Desarrollador de software / Programador",144,"Cobol","Full Time",725
"26064",34,"Masculino","Terciario completo","Una empresa privada","Sante Fe","Soporte Técnico",96,"Otro","Extra Time",285.106382978723
"26066",28,"Masculino","Terciario completo","Una empresa privada","Sante Fe","Desarrollador de software / Programador",36,"Javascsript","Full Time",586.875
"26067",27,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Otro",12,"Javascsript","Full Time",244.444444444444
"26068",45,"Masculino","Universitario completo","Una empresa privada","San Luis","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",475
"26069",36,"Masculino","Universitario completo","Un organismo estatal","Mendoza","Administrador de Redes",36,"Linux","Full Time",200
"26070",35,"Femenino","Terciario en curso o incompleto","Una empresa privada","Córdoba","Operador NOC",36,"Windows","Full Time",259.52380952381
"26071",39,"Masculino","Terciario en curso o incompleto","Una empresa privada","Córdoba","Administrador de Almacenamiento (Storage)",36,".Net","Full Time",508.888888888889
"26073",32,"Femenino","Universitario completo","Una empresa privada","Sante Fe","Líder de Garantía de Calidad (QA)",60,"VisualBasic","Full Time",488.888888888889
"26075",34,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Lider Técnico",96,"SAP","Full Time",800
"26076",40,"Masculino","Terciario en curso o incompleto","Una empresa privada","GBA Zona Norte","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",400
"26080",34,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",96,"Meta4","Full Time",675
"26081",30,"Masculino","Universitario completo","Soy independiente / freelance","GBA Zona Sur","Desarrollador de software / Programador",96,"Java","Part Time",833.333333333333
"26082",29,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Gerente de Proyectos",96,".Net","Full Time",725
"26083",40,"Masculino","Universitario completo","Una empresa privada","GBA Zona Norte","Desarrollador de software / Programador",144,"Oracle","Full Time",707.5
"26084",28,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Soporte Técnico",36,"MSSQLServer","Full Time",325
"26085",35,"Masculino","Master o postgrado en curso o incompleto","Una empresa privada","GBA Zona Norte","Jefe de Sistemas",60,"Oracle","Extra Time",500
"26086",60,"Masculino","Secundario completo","Otro","Capital Federal","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",272.727272727273
"26087",41,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",511.111111111111
"26088",49,"Masculino","Master o postgrado completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",555.555555555556
"26089",38,"Masculino","Master o postgrado completo","Una empresa privada","GBA Zona Norte","Administrador de Almacenamiento (Storage)",144,"Otro","Full Time",662.5
"26090",41,"Femenino","Universitario completo","Una empresa privada","Buenos Aires","Administrador de Sistemas",36,"Windows","Full Time",444.444444444444
"26095",33,"Masculino","Secundario completo","Una empresa privada","Capital Federal","Administrador de Redes",60,"CISCO","Full Time",650
"26096",37,"Masculino","Universitario completo","Una empresa privada","Córdoba","Lider Técnico",36,"Java","Extra Time",500
"26098",42,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Desarrollador de software / Programador",144,".Net","Full Time",437.5
"26099",31,"Femenino","Universitario completo","Una empresa privada","GBA Zona Norte","Analista Funcional",60,"ERP","Full Time",577.777777777778
"26100",44,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",337.777777777778
"26101",27,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,"Java","Full Time",600
"26103",26,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Analista BI",0,"DatawareHousing","Full Time",250
"26104",25,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Soporte Técnico",6,"Windows","Full Time",322.222222222222
"26108",40,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,".Net","Full Time",662.5
"26109",27,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Lider de Proyecto",60,"Java","Full Time",466.666666666667
"26110",25,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Tester Funcional",0,"Windows","Full Time",232.5
"26111",36,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,"PHP","Full Time",437.5
"26112",36,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",575
"26113",24,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",0,"Objective-C","Part Time",233.333333333333
"26114",22,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Analista Funcional",0,".Net","Full Time",455
"26115",31,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Administrador de Sistemas",60,"Windows","Full Time",315
"26116",22,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Redes",12,"VMWare","Full Time",266.666666666667
"26117",28,"Masculino","Master o postgrado en curso o incompleto","Una empresa privada","Capital Federal","Analista de Seguridad Informática",60,"Windows","Full Time",575
"26118",26,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Desarrollador de software / Programador",12,".Net","Full Time",312.5
"26119",26,"Femenino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",36,"Java","Full Time",550
"26121",25,"Femenino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Analista Funcional",0,"ERP","Extra Time",243.75
"26122",31,"Masculino","Primario","Otro","Buenos Aires","Administrador de Almacenamiento (Storage)",96,".Net","Extra Time",160
"26123",44,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Gerente de Proyectos",96,"Windows","Full Time",800
"26124",25,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",12,".Net","Full Time",381.8
"26128",22,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",0,".Net","Part Time",216.666666666667
"26129",62,"Masculino","Universitario completo","Una empresa privada","GBA Zona Sur","Gerente de Sistemas",144,"VisualBasic","Full Time",777.777777777778
"26130",33,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,"Java","Full Time",574.25
"26133",39,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",96,"Java","Full Time",675
"26134",53,"Femenino","Secundario completo","Otro","GBA Zona Sur","Ejecutivo de Cuenta",96,"MySql Server","Full Time",279
"26136",37,"Masculino","Universitario completo","Una empresa privada","Mendoza","Desarrollador de software / Programador",0,"Javascsript","Full Time",475
"26137",26,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",12,"Genexus","Part Time",533.333333333333
"26138",31,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Analista Funcional",60,"Genexus","Part Time",400
"26139",30,"Masculino","Universitario en curso o incompleto","Una empresa privada","Chaco","Desarrollador de software / Programador",12,"Clarion","Part Time",416.666666666667
"26140",50,"Masculino","Master o postgrado completo","Una empresa privada","GBA Zona Norte","Jefe de Gestión de Demanda",0,"Otro","Full Time",700
"26141",50,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Gerente de Proyectos",144,".Net","Full Time",1125
"26142",31,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,".Net","Full Time",337.875
"26143",35,"No informa","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Jefe de Sistemas",60,"Windows","Full Time",500
"26144",38,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,"PHP","Full Time",405
"26145",36,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",775
"26147",30,"Masculino","Universitario completo","Una empresa privada","Córdoba","Desarrollador de software / Programador",36,".Net","Full Time",437.5
"26148",30,"Masculino","Universitario completo","Una empresa privada","Costa Atlántica","Desarrollador de software / Programador",96,"Android","Full Time",700
"26149",48,"Masculino","Master o postgrado en curso o incompleto","Una empresa privada","Capital Federal","Gerente de Proyectos",144,"Java","Full Time",800
"26150",43,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Arquitecto",96,".Net","Full Time",761.904761904762
"26151",46,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",144,".Net","Full Time",575
"26152",29,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Arquitecto",60,".Net","Extra Time",700
"26153",41,"Masculino","Universitario completo","Mi propia empresa","Córdoba","Arquitecto",144,"Cobol","Full Time",666.666666666667
"26154",25,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Analista Funcional",60,"Windows","Full Time",404.444444444444
"26155",41,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",144,"Smalltalk","Full Time",525
"26156",33,"Masculino","Terciario completo","Una empresa privada","GBA Zona Oeste","Analista Funcional",96,".Net","Full Time",625
"26157",39,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",144,".Net","Full Time",750
"26158",42,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Gerente de Sistemas",144,"Windows","Full Time",733.333333333333
"26159",48,"Masculino","Terciario completo","Una empresa privada","Córdoba","Lider Técnico",144,"Cobol","Full Time",450
"26160",30,"Masculino","Secundario completo","Una empresa privada","Capital Federal","Administrador de Sistemas",96,"Windows","Full Time",434.7
"26161",36,"Masculino","Master o postgrado completo","Una empresa privada","Capital Federal","Gerente de Proyectos",144,"Otro","Full Time",600
"26162",33,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Consultor TI",60,"Siebel","Full Time",475
"26163",33,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Jefe de Comunicaciones",36,"CISCO","Full Time",444.444444444444
"26164",37,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Lider Técnico",96,"Java","Full Time",725
"26165",29,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",36,".Net","Full Time",525
"26166",60,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Otro",144,"MSSQLServer","Full Time",650
"26167",42,"Masculino","Master o postgrado en curso o incompleto","Una empresa privada","San Luis","Gerente de Desarrollo",144,"Oracle","Full Time",812.5
"26168",36,"Masculino","Universitario completo","Un organismo estatal","Capital Federal","Desarrollador de software / Programador",60,"Oracle","Very Extra Time",345.833333333333
"26169",42,"Masculino","Universitario completo","Una empresa privada","Córdoba","Lider de Proyecto",144,"VisualBasic","Full Time",825
"26170",37,"Masculino","Secundario en curso o incompleto","Una empresa privada","Capital Federal","Consultor TI",96,"Windows","Full Time",401.555555555556
"26172",29,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Consultor TI",60,"SAP","Full Time",532.875
"26173",46,"Masculino","Universitario completo","Un organismo estatal","Córdoba","Desarrollador de software / Programador",144,"Visual FoxPro","Part Time",666.666666666667
"26175",37,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",96,"Oracle","Full Time",725
"26176",35,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",96,"Delphi","Full Time",522.222222222222
"26177",27,"Masculino","Universitario completo","Un organismo estatal","Buenos Aires","Desarrollador de software / Programador",12,"PHP","Part Time",540
"26178",40,"Masculino","Universitario en curso o incompleto","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",144,"Delphi","Full Time",455.555555555556
"26179",41,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Arquitecto",144,".Net","Full Time",644.444444444444
